2025-02-18 16:56:25,487.7
2025-02-18 22:45:13,487.1
2025-02-19 01:54:25,486.7
2025-02-19 20:24:59,485.7
2025-02-19 22:26:51,485.5
2025-02-20 13:09:43,484.7
2025-02-20 18:55:07,483.7
2025-02-20 22:26:47,483.2
2025-02-21 02:25:43,482.7
2025-02-21 14:39:26,481.7
2025-02-21 21:10:06,480.7
2025-02-21 22:26:08,480.5
2025-02-22 13:11:49,479.7
2025-02-22 20:54:43,478.7
2025-02-22 22:26:35,478.5
2025-02-23 13:27:19,477.7
2025-02-23 20:11:32,476.7
2025-02-23 22:26:29,476.2
2025-02-24 10:24:39,475.7
2025-02-24 21:27:09,474.7
2025-02-24 22:11:11,474.6
2025-02-25 13:09:28,473.7
2025-02-25 21:10:57,472.7
2025-02-25 22:26:59,472.6
2025-02-26 09:42:08,472.1
2025-02-26 14:10:54,471.7
2025-02-26 21:09:54,470.7
2025-02-26 22:10:56,470.5
2025-02-27 12:42:32,470.2
2025-02-27 13:24:38,469.7
2025-02-27 22:24:46,468.8
2025-02-27 23:26:59,468.7
2025-02-28 12:12:10,467.7
2025-02-28 20:57:17,466.7
2025-02-28 22:11:41,466.4
